customer_id,first_name,last_name,email,phone,date_of_birth,gender,is_active,created_at,updated_at
bb9ae708-8b76-4dbf-9963-054c8b22d31b,Tony,Sanchez,andrewthomas@yahoo.com,820.094.1863x2290,1962-09-22,Female,True,2026-02-23 19:03:44.112513,2026-02-23 19:03:44.112513
d3a4367d-3402-4abc-82da-451af86ea633,Monica,Jackson,krobertson@richards.com,5329261734,1998-08-23,Male,True,2026-02-23 19:03:44.113202,2026-02-23 19:03:44.113202
7d4155ca-04c6-42c3-a0dc-cdebefdf09aa,Richard,Harrison,chandlergeorge@salazar-burgess.net,(606)651-6864x57796,1966-07-30,Male,True,2026-02-23 19:03:44.113822,2026-02-23 19:03:44.113822
fe9a05a3-fbc3-4f45-83ed-05f9da71129f,Chase,Trujillo,staceyturner@gmail.com,789.031.9204x8469,1983-07-13,Female,True,2026-02-23 19:03:44.114227,2026-02-23 19:03:44.114228
094a4a15-c5f3-4bde-bf75-669266b62641,Kelly,Johnson,katrina38@moore.info,474.463.6325,2004-10-28,Male,True,2026-02-23 19:03:44.114656,2026-02-23 19:03:44.114656
45e486b9-cba5-44ef-bc79-1f4d44cbc0c0,Heather,Taylor,karenyoung@giles.biz,993-530-1840x254,1959-01-05,Male,True,2026-02-23 19:03:44.115151,2026-02-23 19:03:44.115152
eba33630-db3f-4ca7-8219-e4218f5eed76,Abigail,Parker,nicholasbranch@johnson.org,827.347.7048,1961-01-10,Female,True,2026-02-23 19:03:44.115658,2026-02-23 19:03:44.115659
38c22906-7495-41b7-b464-d3c0cd779121,April,Jensen,allenjames@hotmail.com,+1-157-309-9513x08570,1962-11-03,Male,True,2026-02-23 19:03:44.116048,2026-02-23 19:03:44.116048
ab76f5aa-6689-435c-8a0b-c2aa6ab4e90c,Samuel,Woodard,fdouglas@hull-griffin.net,(117)377-9169,1973-04-10,Male,True,2026-02-23 19:03:44.116575,2026-02-23 19:03:44.116576
38208c2b-186c-46f7-bf06-9040703e1e08,Lisa,Johnson,sarah18@gmail.com,(043)372-1472x4007,1973-06-26,Female,True,2026-02-23 19:03:44.116884,2026-02-23 19:03:44.116885
f4baead6-b39c-4427-9949-af109417f6c6,Amy,Perez,davidhenson@gmail.com,(247)639-0044,1979-04-02,Male,True,2026-02-23 19:03:44.117262,2026-02-23 19:03:44.117263
ebd7f600-9efa-43a5-8fcf-1f14cc6bb09d,Jerry,Stewart,matthew32@graves.com,+1-672-923-0411x75361,1972-08-16,Female,True,2026-02-23 19:03:44.117720,2026-02-23 19:03:44.117721
c8cb6a84-61db-48cb-a008-843f2f65bb69,Christopher,Harper,michelle03@gmail.com,231.988.3282,2005-06-17,Male,True,2026-02-23 19:03:44.118064,2026-02-23 19:03:44.118065
d3beddb5-ad70-4e29-a7b1-70c9793be561,Ryan,Ramirez,jacksonsean@yahoo.com,(311)820-1963,1983-10-26,Male,True,2026-02-23 19:03:44.118732,2026-02-23 19:03:44.118733
2610fae5-a2b6-468b-b92c-fca7027c0cfd,Jerry,Peters,donald15@parsons-hughes.com,522-298-4319,1973-07-21,Female,True,2026-02-23 19:03:44.119336,2026-02-23 19:03:44.119337
6c0413b4-18b2-4861-aa0b-05371c425e73,Anna,Fleming,zgreen@hotmail.com,001-847-059-4043x8170,2002-08-04,Male,True,2026-02-23 19:03:44.119687,2026-02-23 19:03:44.119687
fc13c574-25a1-4b6c-975b-2be5d2905602,Dean,Gutierrez,odonnellpaul@li.com,336.850.1320,1975-07-13,Female,True,2026-02-23 19:03:44.120169,2026-02-23 19:03:44.120170
48cac55f-4ef9-40d3-9595-53518ee80c47,Mark,Pitts,speterson@mcneil.org,(396)393-9638,2000-10-15,Female,True,2026-02-23 19:03:44.120621,2026-02-23 19:03:44.120621
a4620be5-95e2-4d3d-901c-0277e6cc350f,Jennifer,Christensen,elizabethwilliams@lopez.biz,463-576-4954,1991-03-03,Male,True,2026-02-23 19:03:44.121262,2026-02-23 19:03:44.121263
de1b4cfd-8e69-48cc-8fe0-b586c9131837,Kevin,Cervantes,timothywhite@stewart.net,(153)411-4609x395,1990-08-22,Male,True,2026-02-23 19:03:44.146214,2026-02-23 19:03:44.146215
06c1f385-6852-49c0-9227-b8d6923ea80d,Donna,Mercado,deckerelizabeth@johnson.com,898-561-2146,1988-03-20,Female,True,2026-02-23 19:03:44.147464,2026-02-23 19:03:44.147465
1612fe79-234d-4d9d-aa3d-440ad9233664,John,Martinez,frazierchristine@bates.com,+1-353-390-5007x1003,1979-12-02,Male,True,2026-02-23 19:03:44.148242,2026-02-23 19:03:44.148243
45c57dcc-4b89-4780-95e0-464f2a08c8d1,Andrea,Riggs,tarasteele@yahoo.com,114-613-0082x837,1984-07-22,Male,True,2026-02-23 19:03:44.148841,2026-02-23 19:03:44.148842
52f80503-e28e-400d-a86f-13eb91d7ed60,Manuel,Romero,ericgarner@gmail.com,(421)389-0003x63105,1976-01-09,Male,True,2026-02-23 19:03:44.149488,2026-02-23 19:03:44.149488
bfb404c2-5529-4b00-80c9-a7176b022ee0,Tyrone,Meyer,philipwoods@pugh-chapman.com,153-782-7050,2005-08-22,Female,True,2026-02-23 19:03:44.150254,2026-02-23 19:03:44.150254
f62d26ee-155e-4794-bf39-cfb72df9f44e,Amanda,Franklin,gbrown@horton.com,+1-389-343-6161x2455,1964-04-02,Male,True,2026-02-23 19:03:44.150739,2026-02-23 19:03:44.150739
289c8eba-ec6e-40be-8098-50aad09dbf8d,Erica,Knight,pricealyssa@kim-bradley.com,268.860.9396x84852,1975-12-04,Female,True,2026-02-23 19:03:44.151419,2026-02-23 19:03:44.151420
66aa7176-938c-4a31-8bbc-768f654f08e8,Johnny,Flores,joseph14@hotmail.com,891-188-9168x32610,1988-06-22,Male,True,2026-02-23 19:03:44.151751,2026-02-23 19:03:44.151751
7c61834d-a6ab-4812-9b13-4b7113042bcf,Shelley,Clark,michael60@gmail.com,515.313.2029,1995-08-30,Male,True,2026-02-23 19:03:44.152069,2026-02-23 19:03:44.152069
c1596fa4-716f-4663-ab00-512d5066553c,David,Wall,kingjessica@gmail.com,314-176-0225x992,1969-01-22,Female,True,2026-02-23 19:03:44.152479,2026-02-23 19:03:44.152480
03dd4c3b-beb5-403c-8221-dc77c4058269,Johnny,Montoya,mark70@riley.com,(985)609-0170,2007-04-29,Female,True,2026-02-23 19:03:44.152886,2026-02-23 19:03:44.152886
2c4c792d-6b3d-4223-b30a-307b8424aa91,Mitchell,Johnson,davidvang@roberson-harrison.com,001-356-046-1546,1986-05-25,Female,True,2026-02-23 19:03:44.153492,2026-02-23 19:03:44.153492
8c986dd9-16ee-44a5-b886-4af7b46c4491,Erin,Grimes,vazquezsteven@yahoo.com,829.415.9165x671,1963-11-13,Male,True,2026-02-23 19:03:44.154043,2026-02-23 19:03:44.154044
5c0e4779-1e27-416c-bc7a-e45665ac5619,Andrew,Robinson,kathleenspencer@hotmail.com,797-670-2450x087,2000-03-10,Female,True,2026-02-23 19:03:44.154465,2026-02-23 19:03:44.154466
964e4c16-6de9-458a-9f54-d816acafd6f6,Jackie,Smith,aprilmartinez@gmail.com,011-999-9992x617,1992-06-21,Male,True,2026-02-23 19:03:44.155107,2026-02-23 19:03:44.155107
fa6d9d87-70ac-4b81-bc75-3b70ffef5336,Gregory,Wright,ydean@gmail.com,378-632-8755,1969-07-08,Female,True,2026-02-23 19:03:44.155753,2026-02-23 19:03:44.155753
08c1cd1a-a108-4f7e-86c5-39b54f3bc69c,Cindy,Garcia,kellyestrada@hayes-lyons.net,644-667-0273x9471,1967-04-10,Female,True,2026-02-23 19:03:44.156555,2026-02-23 19:03:44.156556
44636af5-7f93-45b1-a02e-930d1644cf3b,Todd,Parker,karenlam@yahoo.com,349.223.8016x6738,1987-10-26,Female,True,2026-02-23 19:03:44.157076,2026-02-23 19:03:44.157076
6b305c71-f3bb-4964-949a-07da6c0c2d90,Jacqueline,George,raven66@molina-mitchell.com,309-796-6607,2007-06-08,Female,True,2026-02-23 19:03:44.158403,2026-02-23 19:03:44.158404
ffdb8e92-945d-470e-98c3-0972ee27c7c3,Tina,Jones,sherririvas@johnson-grimes.com,(097)333-0118x0244,1956-12-12,Male,True,2026-02-23 19:03:44.159420,2026-02-23 19:03:44.159421
de78099a-e7d7-450c-ac72-5263a40bd2a5,Jennifer,Gill,summer75@bryant.info,001-513-641-2187x562,1980-10-20,Male,True,2026-02-23 19:03:44.159967,2026-02-23 19:03:44.159968
77155fd1-9f39-4a4b-9b87-d0586e1e6965,Julie,Johnson,swansonclinton@williams-hernandez.com,426.171.3917x659,1986-09-29,Female,True,2026-02-23 19:03:44.160663,2026-02-23 19:03:44.160663
736ce33d-6f9a-4292-87ff-0595ee645e60,Kaitlyn,Johnson,mmoore@gmail.com,+1-333-775-3711x3897,1997-01-12,Male,True,2026-02-23 19:03:44.161225,2026-02-23 19:03:44.161226
50d2c23f-b2a0-4512-aa32-593fd085ddbc,Dustin,Liu,gmurphy@hotmail.com,+1-801-020-5034x49240,1965-03-18,Female,True,2026-02-23 19:03:44.161769,2026-02-23 19:03:44.161770
7df4bd32-5f8b-4bc7-b953-36ad965ca5c5,Steven,White,mmorris@hardy.net,(255)211-5804,1986-07-03,Male,True,2026-02-23 19:03:44.162563,2026-02-23 19:03:44.162564
024db5ea-15b3-4daf-bdbd-2bffe3b0b59f,Roberto,Moore,kevinschultz@johnson.net,+1-706-990-6675x947,1961-10-09,Male,True,2026-02-23 19:03:44.163484,2026-02-23 19:03:44.163485
814da43f-14ad-470e-99f5-5d4c05dbbde3,Cameron,Reed,joshuahammond@king-brown.com,001-983-853-2679x22575,1980-03-01,Male,True,2026-02-23 19:03:44.164148,2026-02-23 19:03:44.164148
2eed29e3-b21e-4332-ab02-b6068fce5a1e,Steven,Hill,eric51@hotmail.com,927.392.8419x60194,1988-01-09,Female,True,2026-02-23 19:03:44.164519,2026-02-23 19:03:44.164519
93de3422-062b-4ad0-a01c-595e3629a388,Christine,Gregory,stephensonjodi@gmail.com,085.256.6722,1989-02-10,Female,True,2026-02-23 19:03:44.165014,2026-02-23 19:03:44.165015
7a19d05a-8319-4563-861f-4a3c8ed294a3,Joseph,Williams,torrescharles@richard.com,+1-825-385-5085x7766,1988-06-25,Male,True,2026-02-23 19:03:44.165566,2026-02-23 19:03:44.165567
476491f1-4b73-4339-9c80-050dd1f1026c,Jonathan,Bradley,parrishmichelle@carter.biz,158-909-5007,1992-01-13,Female,True,2026-02-23 19:03:44.166173,2026-02-23 19:03:44.166176
